captured_at,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,tcp_flags,payload_hash
2026-04-20T08:30:00.019000Z,172.16.139.112,10.4.248.8,38011,80,TCP,1500,SYN,dos_19
2026-04-20T08:30:00.020000Z,172.16.139.112,10.4.248.8,44474,80,TCP,1500,SYN,dos_20
2026-04-20T08:30:00.021000Z,172.16.139.112,10.4.248.8,2800,80,TCP,1500,SYN,dos_21
2026-04-20T08:30:00.022000Z,172.16.139.112,10.4.248.8,6525,80,TCP,1500,SYN,dos_22
2026-04-20T08:30:00.023000Z,172.16.139.112,10.4.248.8,43147,80,TCP,1500,SYN,dos_23
2026-04-20T08:30:00.024000Z,172.16.139.112,10.4.248.8,29113,80,TCP,1500,SYN,dos_24
2026-04-20T08:30:00.025000Z,172.16.139.112,10.4.248.8,9917,80,TCP,1500,SYN,dos_25
2026-04-20T08:30:00.026000Z,172.16.139.112,10.4.248.8,57833,80,TCP,1500,SYN,dos_26
2026-04-20T08:30:00.027000Z,172.16.139.112,10.4.248.8,31281,80,TCP,1500,SYN,dos_27
2026-04-20T08:30:00.028000Z,172.16.139.112,10.4.248.8,12933,80,TCP,1500,SYN,dos_28
2026-04-20T08:30:00.029000Z,172.16.139.112,10.4.248.8,4319,80,TCP,1500,SYN,dos_29
2026-04-20T08:30:00.030000Z,172.16.139.112,10.4.248.8,18073,80,TCP,1500,SYN,dos_30
2026-04-20T08:30:00.031000Z,172.16.139.112,10.4.248.8,25868,80,TCP,1500,SYN,dos_31
2026-04-20T08:30:00.032000Z,172.16.139.112,10.4.248.8,22477,80,TCP,1500,SYN,dos_32
2026-04-20T08:30:00.033000Z,172.16.139.112,10.4.248.8,14895,80,TCP,1500,SYN,dos_33
2026-04-20T08:30:00.034000Z,172.16.139.112,10.4.248.8,30823,80,TCP,1500,SYN,dos_34
2026-04-20T08:30:00.035000Z,172.16.139.112,10.4.248.8,22444,80,TCP,1500,SYN,dos_35
2026-04-20T08:30:00.036000Z,172.16.139.112,10.4.248.8,23142,80,TCP,1500,SYN,dos_36
2026-04-20T08:30:00.037000Z,172.16.139.112,10.4.248.8,50911,80,TCP,1500,SYN,dos_37
2026-04-20T08:30:00.038000Z,172.16.139.112,10.4.248.8,58672,80,TCP,1500,SYN,dos_38
2026-04-20T08:30:00.039000Z,172.16.139.112,10.4.248.8,25870,80,TCP,1500,SYN,dos_39
2026-04-20T08:30:00.040000Z,172.16.139.112,10.4.248.8,19259,80,TCP,1500,SYN,dos_40
2026-04-20T08:30:00.041000Z,172.16.139.112,10.4.248.8,50307,80,TCP,1500,SYN,dos_41
2026-04-20T08:30:00.042000Z,172.16.139.112,10.4.248.8,63362,80,TCP,1500,SYN,dos_42
2026-04-20T08:30:00.043000Z,172.16.139.112,10.4.248.8,55544,80,TCP,1500,SYN,dos_43
2026-04-20T08:30:00.044000Z,172.16.139.112,10.4.248.8,28651,80,TCP,1500,SYN,dos_44
2026-04-20T08:30:00.045000Z,172.16.139.112,10.4.248.8,17556,80,TCP,1500,SYN,dos_45
2026-04-20T08:30:00.046000Z,172.16.139.112,10.4.248.8,55740,80,TCP,1500,SYN,dos_46
2026-04-20T08:30:00.047000Z,172.16.139.112,10.4.248.8,6391,80,TCP,1500,SYN,dos_47
2026-04-20T08:30:00.048000Z,172.16.139.112,10.4.248.8,31846,80,TCP,1500,SYN,dos_48
2026-04-20T08:30:00.049000Z,172.16.139.112,10.4.248.8,2294,80,TCP,1500,SYN,dos_49
2026-04-20T08:30:00.050000Z,172.16.139.112,10.4.248.8,50112,80,TCP,1500,SYN,dos_50
2026-04-20T08:30:00.051000Z,172.16.139.112,10.4.248.8,36375,80,TCP,1500,SYN,dos_51
2026-04-20T08:30:00.052000Z,172.16.139.112,10.4.248.8,4437,80,TCP,1500,SYN,dos_52
2026-04-20T08:30:00.053000Z,172.16.139.112,10.4.248.8,63409,80,TCP,1500,SYN,dos_53
2026-04-20T08:30:00.054000Z,172.16.139.112,10.4.248.8,23959,80,TCP,1500,SYN,dos_54
2026-04-20T08:30:00.055000Z,172.16.139.112,10.4.248.8,15718,80,TCP,1500,SYN,dos_55
2026-04-20T08:30:00.056000Z,172.16.139.112,10.4.248.8,43631,80,TCP,1500,SYN,dos_56
2026-04-20T08:30:00.057000Z,172.16.139.112,10.4.248.8,5520,80,TCP,1500,SYN,dos_57
2026-04-20T08:30:00.058000Z,172.16.139.112,10.4.248.8,52222,80,TCP,1500,SYN,dos_58
2026-04-20T08:30:00.059000Z,172.16.139.112,10.4.248.8,63760,80,TCP,1500,SYN,dos_59
2026-04-20T08:30:00.060000Z,172.16.139.112,10.4.248.8,43737,80,TCP,1500,SYN,dos_60
2026-04-20T08:30:00.061000Z,172.16.139.112,10.4.248.8,3662,80,TCP,1500,SYN,dos_61
2026-04-20T08:30:00.062000Z,172.16.139.112,10.4.248.8,50453,80,TCP,1500,SYN,dos_62
2026-04-20T08:30:00.063000Z,172.16.139.112,10.4.248.8,3057,80,TCP,1500,SYN,dos_63
2026-04-20T08:30:00.064000Z,172.16.139.112,10.4.248.8,63257,80,TCP,1500,SYN,dos_64
2026-04-20T08:30:00.065000Z,172.16.139.112,10.4.248.8,17229,80,TCP,1500,SYN,dos_65
2026-04-20T08:30:00.066000Z,172.16.139.112,10.4.248.8,14089,80,TCP,1500,SYN,dos_66
2026-04-20T08:30:00.067000Z,172.16.139.112,10.4.248.8,56023,80,TCP,1500,SYN,dos_67
2026-04-20T08:30:00.068000Z,172.16.139.112,10.4.248.8,2359,80,TCP,1500,SYN,dos_68
2026-04-20T08:30:00.069000Z,172.16.139.112,10.4.248.8,41743,80,TCP,1500,SYN,dos_69
2026-04-20T08:30:00.070000Z,172.16.139.112,10.4.248.8,11010,80,TCP,1500,SYN,dos_70
2026-04-20T08:30:00.071000Z,172.16.139.112,10.4.248.8,16657,80,TCP,1500,SYN,dos_71
2026-04-20T08:30:00.072000Z,172.16.139.112,10.4.248.8,9296,80,TCP,1500,SYN,dos_72
2026-04-20T08:30:00.073000Z,172.16.139.112,10.4.248.8,32059,80,TCP,1500,SYN,dos_73
2026-04-20T08:30:00.074000Z,172.16.139.112,10.4.248.8,44897,80,TCP,1500,SYN,dos_74
2026-04-20T08:30:00.075000Z,172.16.139.112,10.4.248.8,8520,80,TCP,1500,SYN,dos_75
2026-04-20T08:30:00.076000Z,172.16.139.112,10.4.248.8,37984,80,TCP,1500,SYN,dos_76
2026-04-20T08:30:00.077000Z,172.16.139.112,10.4.248.8,63136,80,TCP,1500,SYN,dos_77
2026-04-20T08:30:00.078000Z,172.16.139.112,10.4.248.8,15308,80,TCP,1500,SYN,dos_78
2026-04-20T08:30:00.079000Z,172.16.139.112,10.4.248.8,31500,80,TCP,1500,SYN,dos_79
2026-04-20T08:30:00.080000Z,172.16.139.112,10.4.248.8,46864,80,TCP,1500,SYN,dos_80
2026-04-20T08:30:00.081000Z,172.16.139.112,10.4.248.8,17817,80,TCP,1500,SYN,dos_81
2026-04-20T08:30:00.082000Z,172.16.139.112,10.4.248.8,51283,80,TCP,1500,SYN,dos_82
2026-04-20T08:30:00.083000Z,172.16.139.112,10.4.248.8,25199,80,TCP,1500,SYN,dos_83
2026-04-20T08:30:00.084000Z,172.16.139.112,10.4.248.8,12020,80,TCP,1500,SYN,dos_84
2026-04-20T08:30:00.085000Z,172.16.139.112,10.4.248.8,40731,80,TCP,1500,SYN,dos_85
2026-04-20T08:30:00.086000Z,172.16.139.112,10.4.248.8,40820,80,TCP,1500,SYN,dos_86
2026-04-20T08:30:00.087000Z,172.16.139.112,10.4.248.8,64183,80,TCP,1500,SYN,dos_87
2026-04-20T08:30:00.088000Z,172.16.139.112,10.4.248.8,50040,80,TCP,1500,SYN,dos_88
2026-04-20T08:30:00.089000Z,172.16.139.112,10.4.248.8,48102,80,TCP,1500,SYN,dos_89
2026-04-20T08:30:00.090000Z,172.16.139.112,10.4.248.8,8530,80,TCP,1500,SYN,dos_90
2026-04-20T08:30:00.091000Z,172.16.139.112,10.4.248.8,51997,80,TCP,1500,SYN,dos_91
2026-04-20T08:30:00.092000Z,172.16.139.112,10.4.248.8,54717,80,TCP,1500,SYN,dos_92
2026-04-20T08:30:00.093000Z,172.16.139.112,10.4.248.8,11756,80,TCP,1500,SYN,dos_93
2026-04-20T08:30:00.094000Z,172.16.139.112,10.4.248.8,64247,80,TCP,1500,SYN,dos_94
2026-04-20T08:30:00.095000Z,172.16.139.112,10.4.248.8,21408,80,TCP,1500,SYN,dos_95
2026-04-20T08:30:00.096000Z,172.16.139.112,10.4.248.8,8108,80,TCP,1500,SYN,dos_96
2026-04-20T08:30:00.097000Z,172.16.139.112,10.4.248.8,38948,80,TCP,1500,SYN,dos_97
2026-04-20T08:30:00.098000Z,172.16.139.112,10.4.248.8,2706,80,TCP,1500,SYN,dos_98
2026-04-20T08:30:00.099000Z,172.16.139.112,10.4.248.8,61899,80,TCP,1500,SYN,dos_99
2026-04-20T08:30:00.100000Z,172.16.139.112,10.4.248.8,21468,80,TCP,1500,SYN,dos_100
2026-04-20T08:30:00.101000Z,172.16.139.112,10.4.248.8,38759,80,TCP,1500,SYN,dos_101
2026-04-20T08:30:00.102000Z,172.16.139.112,10.4.248.8,45414,80,TCP,1500,SYN,dos_102
2026-04-20T08:30:00.103000Z,172.16.139.112,10.4.248.8,60532,80,TCP,1500,SYN,dos_103
2026-04-20T08:30:00.104000Z,172.16.139.112,10.4.248.8,63818,80,TCP,1500,SYN,dos_104
2026-04-20T08:30:00.105000Z,172.16.139.112,10.4.248.8,25620,80,TCP,1500,SYN,dos_105
2026-04-20T08:30:00.106000Z,172.16.139.112,10.4.248.8,27019,80,TCP,1500,SYN,dos_106
2026-04-20T08:30:00.107000Z,172.16.139.112,10.4.248.8,62724,80,TCP,1500,SYN,dos_107
2026-04-20T08:30:00.108000Z,172.16.139.112,10.4.248.8,47883,80,TCP,1500,SYN,dos_108
2026-04-20T08:30:00.109000Z,172.16.139.112,10.4.248.8,14021,80,TCP,1500,SYN,dos_109
2026-04-20T08:30:00.110000Z,172.16.139.112,10.4.248.8,6004,80,TCP,1500,SYN,dos_110
2026-04-20T08:30:00.111000Z,172.16.139.112,10.4.248.8,39827,80,TCP,1500,SYN,dos_111
2026-04-20T08:30:00.112000Z,172.16.139.112,10.4.248.8,46284,80,TCP,1500,SYN,dos_112
2026-04-20T08:30:00.113000Z,172.16.139.112,10.4.248.8,55456,80,TCP,1500,SYN,dos_113
2026-04-20T08:30:00.114000Z,172.16.139.112,10.4.248.8,42130,80,TCP,1500,SYN,dos_114
2026-04-20T08:30:00.115000Z,172.16.139.112,10.4.248.8,16939,80,TCP,1500,SYN,dos_115
2026-04-20T08:30:00.116000Z,172.16.139.112,10.4.248.8,7702,80,TCP,1500,SYN,dos_116
2026-04-20T08:30:00.117000Z,172.16.139.112,10.4.248.8,46715,80,TCP,1500,SYN,dos_117
2026-04-20T08:30:00.118000Z,172.16.139.112,10.4.248.8,51649,80,TCP,1500,SYN,dos_118
2026-04-20T08:30:00.119000Z,172.16.139.112,10.4.248.8,20788,80,TCP,1500,SYN,dos_119
2026-04-20T08:30:25.641015Z,10.2.153.239,8.8.8.8,62534,53,UDP,81,,dns_q_24
2026-04-20T08:30:25.687231Z,8.8.8.8,10.2.153.239,53,62534,UDP,231,,dns_r_24
2026-04-20T08:32:52.573967Z,10.2.153.239,8.8.8.8,49165,53,UDP,78,,dns_q_27
2026-04-20T08:32:52.609790Z,8.8.8.8,10.2.153.239,53,49165,UDP,300,,dns_r_27
2026-04-20T08:33:15.884920Z,10.2.153.239,8.8.8.8,55438,53,UDP,93,,dns_q_25
2026-04-20T08:33:15.954763Z,8.8.8.8,10.2.153.239,53,55438,UDP,274,,dns_r_25
2026-04-20T08:33:39.264713Z,10.2.153.239,8.8.8.8,52817,53,UDP,49,,dns_q_6
2026-04-20T08:33:39.359768Z,8.8.8.8,10.2.153.239,53,52817,UDP,433,,dns_r_6
2026-04-20T08:39:48.199374Z,10.2.153.239,8.8.8.8,53552,53,UDP,73,,dns_q_0
2026-04-20T08:39:48.219762Z,8.8.8.8,10.2.153.239,53,53552,UDP,134,,dns_r_0
2026-04-20T08:40:00.000000Z,10.5.61.204,10.6.0.1,,,ICMP,64,,ping_0
2026-04-20T08:40:00.049208Z,10.6.0.1,10.5.61.204,,,ICMP,64,,pong_0
2026-04-20T08:40:00.960278Z,10.2.153.239,8.8.8.8,60741,53,UDP,111,,dns_q_10
2026-04-20T08:40:01.000000Z,10.5.61.204,10.6.0.2,,,ICMP,64,,ping_1
2026-04-20T08:40:01.039349Z,10.6.0.2,10.5.61.204,,,ICMP,64,,pong_1
2026-04-20T08:40:01.049850Z,8.8.8.8,10.2.153.239,53,60741,UDP,288,,dns_r_10
2026-04-20T08:40:02.000000Z,10.5.61.204,10.6.0.3,,,ICMP,64,,ping_2
2026-04-20T08:40:02.018013Z,10.6.0.3,10.5.61.204,,,ICMP,64,,pong_2
2026-04-20T08:40:03.000000Z,10.5.61.204,10.6.0.4,,,ICMP,64,,ping_3
2026-04-20T08:40:03.021991Z,10.6.0.4,10.5.61.204,,,ICMP,64,,pong_3
2026-04-20T08:40:04.000000Z,10.5.61.204,10.6.0.5,,,ICMP,64,,ping_4
2026-04-20T08:40:04.019158Z,10.6.0.5,10.5.61.204,,,ICMP,64,,pong_4
2026-04-20T08:40:05.000000Z,10.5.61.204,10.6.0.6,,,ICMP,64,,ping_5
2026-04-20T08:40:05.025792Z,10.6.0.6,10.5.61.204,,,ICMP,64,,pong_5
2026-04-20T08:40:06.000000Z,10.5.61.204,10.6.0.7,,,ICMP,64,,ping_6
2026-04-20T08:40:06.017720Z,10.6.0.7,10.5.61.204,,,ICMP,64,,pong_6
2026-04-20T08:40:07.000000Z,10.5.61.204,10.6.0.8,,,ICMP,64,,ping_7
2026-04-20T08:40:07.042629Z,10.6.0.8,10.5.61.204,,,ICMP,64,,pong_7
2026-04-20T08:40:08.000000Z,10.5.61.204,10.6.0.9,,,ICMP,64,,ping_8
2026-04-20T08:40:08.041294Z,10.6.0.9,10.5.61.204,,,ICMP,64,,pong_8
2026-04-20T08:40:09.000000Z,10.5.61.204,10.6.0.10,,,ICMP,64,,ping_9
2026-04-20T08:40:09.006171Z,10.6.0.10,10.5.61.204,,,ICMP,64,,pong_9
2026-04-20T08:40:10.000000Z,10.5.61.204,10.6.0.11,,,ICMP,64,,ping_10
2026-04-20T08:40:10.048079Z,10.6.0.11,10.5.61.204,,,ICMP,64,,pong_10
2026-04-20T08:40:11.000000Z,10.5.61.204,10.6.0.12,,,ICMP,64,,ping_11
2026-04-20T08:40:11.032144Z,10.6.0.12,10.5.61.204,,,ICMP,64,,pong_11
2026-04-20T08:40:12.000000Z,10.5.61.204,10.6.0.13,,,ICMP,64,,ping_12
2026-04-20T08:40:12.041607Z,10.6.0.13,10.5.61.204,,,ICMP,64,,pong_12
2026-04-20T08:40:13.000000Z,10.5.61.204,10.6.0.14,,,ICMP,64,,ping_13
2026-04-20T08:40:13.035658Z,10.6.0.14,10.5.61.204,,,ICMP,64,,pong_13
2026-04-20T08:40:14.000000Z,10.5.61.204,10.6.0.15,,,ICMP,64,,ping_14
2026-04-20T08:40:14.022339Z,10.6.0.15,10.5.61.204,,,ICMP,64,,pong_14
2026-04-20T08:40:15.000000Z,10.5.61.204,10.6.0.16,,,ICMP,64,,ping_15
2026-04-20T08:40:15.036956Z,10.6.0.16,10.5.61.204,,,ICMP,64,,pong_15
2026-04-20T08:40:16.000000Z,10.5.61.204,10.6.0.17,,,ICMP,64,,ping_16
2026-04-20T08:40:16.048308Z,10.6.0.17,10.5.61.204,,,ICMP,64,,pong_16
2026-04-20T08:40:17.000000Z,10.5.61.204,10.6.0.18,,,ICMP,64,,ping_17
2026-04-20T08:40:17.014234Z,10.6.0.18,10.5.61.204,,,ICMP,64,,pong_17
2026-04-20T08:40:18.000000Z,10.5.61.204,10.6.0.19,,,ICMP,64,,ping_18
2026-04-20T08:40:18.040602Z,10.6.0.19,10.5.61.204,,,ICMP,64,,pong_18
2026-04-20T08:40:19.000000Z,10.5.61.204,10.6.0.20,,,ICMP,64,,ping_19
2026-04-20T08:40:19.027370Z,10.6.0.20,10.5.61.204,,,ICMP,64,,pong_19
2026-04-20T08:40:38.344603Z,10.2.153.239,8.8.8.8,54854,53,UDP,118,,dns_q_26
2026-04-20T08:40:38.405822Z,8.8.8.8,10.2.153.239,53,54854,UDP,287,,dns_r_26
2026-04-20T08:42:04.601477Z,10.2.153.239,8.8.8.8,61687,53,UDP,44,,dns_q_14
2026-04-20T08:42:04.688751Z,8.8.8.8,10.2.153.239,53,61687,UDP,193,,dns_r_14
2026-04-20T08:43:03.403874Z,10.2.153.239,8.8.8.8,55823,53,UDP,73,,dns_q_2
2026-04-20T08:43:03.459361Z,8.8.8.8,10.2.153.239,53,55823,UDP,208,,dns_r_2
2026-04-20T08:44:32.700062Z,10.2.153.239,8.8.8.8,54245,53,UDP,74,,dns_q_1
2026-04-20T08:44:32.735420Z,8.8.8.8,10.2.153.239,53,54245,UDP,187,,dns_r_1
2026-04-20T08:46:56.591386Z,10.2.153.239,8.8.8.8,62643,53,UDP,71,,dns_q_13
2026-04-20T08:46:56.625399Z,8.8.8.8,10.2.153.239,53,62643,UDP,483,,dns_r_13
2026-04-20T08:47:08.731779Z,10.2.153.239,8.8.8.8,59711,53,UDP,99,,dns_q_28
2026-04-20T08:47:08.781540Z,8.8.8.8,10.2.153.239,53,59711,UDP,425,,dns_r_28
2026-04-20T08:48:38.778192Z,10.2.153.239,8.8.8.8,62662,53,UDP,43,,dns_q_12
2026-04-20T08:48:38.804334Z,8.8.8.8,10.2.153.239,53,62662,UDP,250,,dns_r_12
2026-04-20T08:50:00.000000Z,10.9.122.147,10.10.196.60,55555,8080,TCP,200,SYN,idle_1
2026-04-20T08:50:05.000000Z,10.9.122.147,10.10.196.60,55555,8080,TCP,300,ACK,idle_2
2026-04-20T08:52:05.000000Z,10.9.122.147,10.10.196.60,55555,8080,TCP,250,ACK,idle_3
2026-04-20T08:52:10.000000Z,10.9.122.147,10.10.196.60,55555,8080,TCP,180,"FIN,ACK",idle_4
2026-04-20T08:52:16.762929Z,10.2.153.239,8.8.8.8,56456,53,UDP,43,,dns_q_16
2026-04-20T08:52:16.832332Z,8.8.8.8,10.2.153.239,53,56456,UDP,284,,dns_r_16
2026-04-20T08:54:14.142858Z,10.2.153.239,8.8.8.8,50332,53,UDP,87,,dns_q_7
2026-04-20T08:54:14.205283Z,8.8.8.8,10.2.153.239,53,50332,UDP,155,,dns_r_7
2026-04-20T08:54:19.211368Z,10.2.153.239,8.8.8.8,50816,53,UDP,51,,dns_q_3
2026-04-20T08:54:19.278453Z,8.8.8.8,10.2.153.239,53,50816,UDP,504,,dns_r_3
2026-04-20T08:55:14.775082Z,10.2.153.239,8.8.8.8,59438,53,UDP,55,,dns_q_23
2026-04-20T08:55:14.849860Z,8.8.8.8,10.2.153.239,53,59438,UDP,233,,dns_r_23
2026-04-20T08:58:19.906554Z,10.2.153.239,8.8.8.8,50459,53,UDP,85,,dns_q_9
2026-04-20T08:58:19.935461Z,8.8.8.8,10.2.153.239,53,50459,UDP,207,,dns_r_9
2026-04-20T08:58:25.813281Z,10.2.153.239,8.8.8.8,54216,53,UDP,70,,dns_q_11
2026-04-20T08:58:25.901096Z,8.8.8.8,10.2.153.239,53,54216,UDP,489,,dns_r_11
2026-04-20T08:58:47.272634Z,10.2.153.239,8.8.8.8,54446,53,UDP,96,,dns_q_5
2026-04-20T08:58:47.332285Z,8.8.8.8,10.2.153.239,53,54446,UDP,298,,dns_r_5
